POOFFICE,ZONE,SENTTOT,AGE,AGECAT,CASETYPE,CIRCDIST,CITIZEN,CRIMHIST,CRIMPTS,DISPOSIT,DISTRICT,HISPORIG,MONSEX,NEWCNVTN,NEWEDUC,NEWRACE,NOCOUNTS,NUMDEPEN,OFFGUIDE,PRISDUM,PROBDUM,SENTIMP,SUPRDUM,TOTCHPTS,WEAPON,XCRHISSR,DRUGMIN,GLMIN,GLMAX,SMIN1,SMAX1,FISCAL_YEAR
1,D,420.0,32.0,4.0,1.0,46,1.0,1.0,3.0,1,53,1,0.0,0,5.0,1.0,9,0.0,7,1,0,1,1,3.0,0,5.0,0,480.0,9996.0,300.0,600.0,2024
2,D,102.0,37.0,5.0,1.0,39,1.0,0.0,0.0,1,45,1,0.0,0,3.0,1.0,1,2.0,7,1,0,1,1,0.0,0,1.0,0,168.0,210.0,60.0,240.0,2024
2,D,120.0,34.0,4.0,1.0,14,1.0,1.0,0.0,1,12,1,0.0,0,6.0,1.0,3,0.0,7,1,0,1,1,0.0,0,1.0,0,151.0,188.0,120.0,9996.0,2024
2,D,144.0,37.0,5.0,1.0,51,1.0,1.0,3.0,1,57,1,0.0,0,5.0,1.0,1,1.0,7,1,0,1,1,3.0,0,2.0,0,60.0,60.0,60.0,240.0,2024
4,D,84.0,31.0,4.0,1.0,58,1.0,1.0,0.0,1,65,1,0.0,0,3.0,1.0,1,1.0,7,1,0,1,1,0.0,0,1.0,0,78.0,97.0,0.0,240.0,2024
1,A,,59.0,7.0,1.0,41,1.0,0.0,0.0,1,47,1,1.0,0,6.0,1.0,1,0.0,8,0,1,4,0,0.0,0,1.0,0,0.0,6.0,0.0,60.0,2024
1,D,72.0,60.0,7.0,1.0,55,1.0,1.0,0.0,1,62,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,135.0,168.0,0.0,240.0,2024
2,D,60.0,23.0,2.0,1.0,45,1.0,1.0,0.0,1,51,1,0.0,0,3.0,1.0,2,1.0,7,1,0,1,1,0.0,0,1.0,0,60.0,60.0,0.0,120.0,2024
3,D,50.0,36.0,5.0,1.0,91,1.0,0.0,0.0,1,31,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,70.0,87.0,0.0,240.0,2024
5,D,60.0,43.0,6.0,1.0,62,1.0,0.0,0.0,1,69,1,0.0,0,6.0,1.0,1,2.0,7,1,0,1,1,0.0,0,1.0,0,60.0,71.0,60.0,240.0,2024
5,D,360.0,50.0,6.0,1.0,62,1.0,1.0,0.0,1,69,1,0.0,0,1.0,1.0,2,0.0,7,1,0,1,1,0.0,0,1.0,0,9996.0,9996.0,120.0,9996.0,2024
1,D,90.0,28.0,3.0,1.0,78,1.0,1.0,0.0,1,82,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,97.0,120.0,0.0,120.0,2024
3,D,120.0,52.0,7.0,1.0,42,1.0,1.0,0.0,1,48,1,0.0,0,5.0,1.0,2,0.0,7,1,0,1,1,0.0,0,1.0,0,210.0,262.0,0.0,240.0,2024
2,D,151.0,57.0,7.0,1.0,14,1.0,1.0,0.0,1,12,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,151.0,188.0,60.0,240.0,2024
4,D,100.0,39.0,5.0,1.0,35,1.0,1.0,2.0,1,41,0,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,2.0,0,2.0,0,108.0,135.0,0.0,240.0,2024
2,D,40.0,36.0,5.0,1.0,2,1.0,1.0,6.0,1,0,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,6.0,0,3.0,0,57.0,71.0,0.0,120.0,2024
6,D,27.0,32.0,4.0,1.0,79,1.0,1.0,2.0,1,83,1,0.0,0,3.0,2.0,1,1.0,8,1,0,1,1,2.0,0,2.0,0,21.0,27.0,0.0,120.0,2024
8,D,51.0,67.0,8.0,1.0,89,1.0,1.0,0.0,1,30,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,63.0,78.0,0.0,240.0,2024
3,D,200.0,29.0,3.0,1.0,34,1.0,0.0,0.0,1,39,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,135.0,168.0,0.0,240.0,2024
3,D,36.0,21.0,2.0,1.0,91,4.0,0.0,0.0,1,31,1,0.0,0,5.0,6.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,51.0,63.0,0.0,240.0,2024
3,D,56.0,31.0,4.0,1.0,91,1.0,0.0,0.0,1,31,1,0.0,0,3.0,2.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,78.0,97.0,0.0,240.0,2024
4,D,121.0,33.0,4.0,1.0,82,1.0,0.0,0.0,1,85,1,0.0,0,5.0,1.0,2,0.0,7,1,0,1,1,0.0,0,1.0,0,151.0,188.0,60.0,240.0,2024
5,D,60.0,35.0,4.0,1.0,83,1.0,1.0,0.0,1,87,1,0.0,0,5.0,1.0,1,1.0,7,1,0,1,1,0.0,0,1.0,0,78.0,97.0,0.0,240.0,2024
1,D,96.0,37.0,5.0,1.0,3,1.0,1.0,15.0,1,1,1,0.0,0,5.0,1.0,2,0.0,7,1,0,1,1,16.0,0,6.0,0,262.0,327.0,60.0,240.0,2024
2,D,175.0,57.0,7.0,1.0,17,1.0,1.0,3.0,3,15,1,0.0,1,3.0,1.0,2,0.0,7,1,0,1,1,3.0,0,2.0,0,151.0,188.0,120.0,240.0,2024
4,D,180.0,46.0,6.0,1.0,58,1.0,1.0,3.0,1,65,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,3.0,0,2.0,0,180.0,180.0,180.0,480.0,2024
3,D,108.0,31.0,4.0,1.0,91,1.0,0.0,0.0,1,31,2,0.0,0,5.0,3.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,210.0,240.0,60.0,240.0,2024
1,D,180.0,59.0,7.0,1.0,3,1.0,1.0,0.0,1,1,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,180.0,188.0,180.0,360.0,2024
3,D,135.0,56.0,7.0,1.0,31,1.0,1.0,0.0,1,37,1,0.0,0,1.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,135.0,168.0,0.0,240.0,2024
2,D,108.0,43.0,6.0,1.0,28,1.0,1.0,3.0,1,35,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,3.0,0,2.0,0,108.0,135.0,60.0,240.0,2024
4,D,72.0,37.0,5.0,1.0,35,1.0,0.0,0.0,1,41,2,0.0,0,5.0,3.0,1,3.0,7,1,0,1,1,0.0,0,1.0,0,97.0,121.0,60.0,240.0,2024
6,D,135.0,27.0,3.0,1.0,33,1.0,0.0,0.0,1,40,2,0.0,0,3.0,3.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,135.0,168.0,0.0,240.0,2024
4,D,24.0,23.0,2.0,1.0,35,1.0,0.0,0.0,1,41,0,0.0,0,5.0,6.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,78.0,97.0,0.0,120.0,2024
2,D,108.0,40.0,5.0,1.0,65,1.0,1.0,0.0,1,73,2,0.0,0,5.0,3.0,4,0.0,7,1,0,1,1,0.0,0,1.0,0,151.0,188.0,60.0,240.0,2024
4,D,180.0,38.0,5.0,1.0,58,1.0,1.0,8.0,1,65,1,0.0,0,3.0,1.0,2,0.0,7,1,0,1,1,9.0,0,4.0,0,180.0,180.0,180.0,480.0,2024
8,D,168.0,64.0,8.0,1.0,89,1.0,1.0,1.0,3,30,2,0.0,1,5.0,3.0,2,0.0,7,1,0,1,1,1.0,0,1.0,0,135.0,168.0,0.0,240.0,2024
3,D,70.0,37.0,5.0,1.0,43,1.0,1.0,2.0,1,49,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,2.0,0,2.0,0,70.0,87.0,0.0,240.0,2024
1,D,120.0,51.0,7.0,1.0,3,1.0,1.0,0.0,1,1,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,120.0,120.0,120.0,240.0,2024
2,D,100.0,32.0,4.0,1.0,14,1.0,0.0,0.0,1,12,2,0.0,0,5.0,3.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,97.0,121.0,60.0,240.0,2024
1,D,84.0,41.0,6.0,1.0,71,1.0,1.0,1.0,1,76,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,1.0,0,1.0,0,97.0,121.0,0.0,240.0,2024
5,D,36.0,40.0,5.0,1.0,83,1.0,0.0,0.0,1,87,2,0.0,0,5.0,3.0,1,2.0,7,1,0,1,1,0.0,0,1.0,0,51.0,63.0,0.0,240.0,2024
1,D,48.0,40.0,5.0,1.0,11,1.0,1.0,0.0,1,9,1,0.0,0,5.0,1.0,1,7.0,7,1,0,1,1,0.0,0,1.0,0,78.0,97.0,0.0,240.0,2024
2,D,63.0,66.0,8.0,1.0,65,1.0,1.0,0.0,1,73,1,0.0,0,6.0,6.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,78.0,97.0,0.0,240.0,2024
3,D,65.0,30.0,3.0,1.0,75,1.0,0.0,0.0,1,79,1,0.0,0,1.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,97.0,121.0,60.0,240.0,2024
6,D,120.0,23.0,2.0,1.0,72,1.0,0.0,0.0,1,77,1,0.0,0,3.0,2.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,210.0,240.0,60.0,240.0,2024
2,D,120.0,29.0,3.0,1.0,15,1.0,1.0,3.0,1,13,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,3.0,0,2.0,0,120.0,135.0,120.0,240.0,2024
1,D,120.0,46.0,6.0,1.0,10,1.0,1.0,12.0,1,8,1,0.0,0,5.0,2.0,1,0.0,7,1,0,1,1,13.0,0,6.0,0,168.0,210.0,0.0,240.0,2024
4,D,192.0,56.0,7.0,1.0,57,1.0,1.0,3.0,3,64,1,0.0,1,3.0,1.0,4,0.0,7,1,0,1,1,3.0,0,2.0,0,188.0,235.0,180.0,480.0,2024
3,D,97.0,26.0,3.0,1.0,32,1.0,1.0,0.0,1,38,1,0.0,0,5.0,1.0,1,1.0,7,1,0,1,1,0.0,0,1.0,0,78.0,97.0,0.0,240.0,2024
3,D,135.0,29.0,3.0,1.0,48,1.0,1.0,0.0,1,54,1,0.0,0,1.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,108.0,135.0,0.0,240.0,2024
1,D,120.0,41.0,6.0,1.0,10,1.0,1.0,3.0,1,8,2,0.0,0,5.0,3.0,1,0.0,7,1,0,1,1,3.0,0,2.0,0,120.0,120.0,120.0,240.0,2024
4,D,72.0,32.0,4.0,1.0,35,3.0,1.0,0.0,1,41,2,0.0,0,3.0,3.0,1,1.0,7,1,0,1,1,0.0,0,1.0,0,121.0,151.0,60.0,240.0,2024
3,D,168.0,43.0,6.0,1.0,75,1.0,1.0,3.0,1,79,1,0.0,0,3.0,1.0,4,0.0,7,1,0,1,1,3.0,0,2.0,0,168.0,210.0,60.0,240.0,2024
4,D,720.0,36.0,5.0,1.0,35,1.0,1.0,5.0,1,41,1,0.0,0,3.0,1.0,3,2.0,7,1,0,1,1,8.0,0,4.0,0,360.0,1080.0,180.0,480.0,2024
3,D,210.0,31.0,4.0,1.0,63,1.0,0.0,0.0,1,95,1,0.0,0,1.0,1.0,2,0.0,7,1,0,1,1,0.0,0,1.0,0,210.0,262.0,60.0,240.0,2024
6,D,90.0,31.0,4.0,1.0,30,1.0,0.0,0.0,1,36,1,0.0,0,5.0,1.0,1,1.0,7,1,0,1,1,0.0,0,1.0,0,151.0,188.0,60.0,240.0,2024
5,D,240.0,30.0,3.0,1.0,62,1.0,1.0,4.0,1,69,1,0.0,0,3.0,1.0,1,2.0,7,1,0,1,1,4.0,0,3.0,0,120.0,120.0,120.0,240.0,2024
3,D,72.0,39.0,5.0,1.0,91,1.0,1.0,0.0,1,31,2,0.0,0,5.0,3.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,121.0,151.0,60.0,240.0,2024
2,D,192.0,29.0,3.0,1.0,39,1.0,1.0,0.0,1,45,1,0.0,0,3.0,,2,5.0,7,1,0,1,1,0.0,0,1.0,0,324.0,405.0,180.0,360.0,2024
2,D,168.0,43.0,6.0,1.0,84,1.0,1.0,2.0,1,88,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,2.0,0,2.0,0,168.0,210.0,0.0,240.0,2024
3,D,30.0,37.0,5.0,1.0,67,1.0,0.0,0.0,1,71,1,0.0,0,3.0,6.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,41.0,51.0,0.0,240.0,2024
5,C,18.0,37.0,5.0,1.0,36,3.0,1.0,0.0,1,42,2,0.0,0,3.0,3.0,2,1.0,8,1,0,1,1,0.0,0,1.0,0,12.0,18.0,0.0,120.0,2024
8,D,120.0,58.0,7.0,1.0,60,1.0,1.0,0.0,1,67,2,0.0,0,5.0,3.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,151.0,188.0,60.0,240.0,2024
3,D,108.0,61.0,8.0,1.0,90,1.0,1.0,0.0,1,29,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,235.0,240.0,60.0,240.0,2024
4,D,24.0,48.0,6.0,1.0,58,1.0,1.0,16.0,1,65,1,0.0,0,5.0,1.0,1,3.0,7,1,0,1,1,17.0,0,6.0,0,51.0,63.0,0.0,240.0,2024
2,D,240.0,40.0,5.0,1.0,39,1.0,1.0,0.0,1,45,1,0.0,0,5.0,1.0,2,0.0,7,1,0,1,1,0.0,0,1.0,0,600.0,600.0,180.0,360.0,2024
1,D,180.0,36.0,5.0,1.0,9,1.0,0.0,0.0,1,6,1,0.0,0,5.0,1.0,3,2.0,7,1,0,1,1,0.0,0,1.0,0,168.0,210.0,120.0,9996.0,2024
1,D,120.0,40.0,5.0,1.0,10,1.0,1.0,6.0,1,8,1,0.0,0,3.0,2.0,1,1.0,7,1,0,1,1,8.0,0,4.0,0,120.0,137.0,120.0,240.0,2024
1,D,93.0,49.0,6.0,1.0,41,1.0,0.0,0.0,1,47,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,121.0,151.0,60.0,240.0,2024
1,D,180.0,46.0,6.0,1.0,11,1.0,1.0,0.0,1,9,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,210.0,240.0,60.0,240.0,2024
2,D,180.0,22.0,2.0,1.0,54,1.0,1.0,0.0,1,61,2,0.0,0,5.0,3.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,240.0,240.0,60.0,240.0,2024
8,D,84.0,63.0,8.0,1.0,60,1.0,1.0,0.0,1,67,2,0.0,0,6.0,3.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,151.0,188.0,60.0,240.0,2024
1,D,84.0,42.0,6.0,1.0,8,1.0,1.0,1.0,1,7,1,0.0,0,6.0,1.0,3,0.0,7,1,0,1,1,1.0,0,1.0,0,151.0,188.0,60.0,240.0,2024
4,D,78.0,39.0,5.0,1.0,58,1.0,1.0,0.0,1,65,1,0.0,0,5.0,1.0,1,1.0,7,1,0,1,1,0.0,0,1.0,0,78.0,97.0,0.0,240.0,2024
4,D,180.0,46.0,6.0,1.0,59,1.0,1.0,3.0,1,66,0,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,3.0,0,2.0,0,180.0,180.0,180.0,480.0,2024
3,D,75.0,39.0,5.0,1.0,91,1.0,1.0,0.0,1,31,2,0.0,0,5.0,3.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,97.0,121.0,0.0,240.0,2024
6,D,188.0,41.0,6.0,1.0,79,1.0,1.0,5.0,1,83,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,5.0,0,3.0,0,188.0,235.0,180.0,480.0,2024
1,D,0.03,53.0,7.0,1.0,4,1.0,1.0,1.0,1,2,1,0.0,0,3.0,1.0,1,1.0,7,1,0,1,1,1.0,0,1.0,0,30.0,37.0,0.0,120.0,2024
5,D,70.0,35.0,4.0,1.0,62,1.0,1.0,0.0,1,69,1,0.0,0,3.0,1.0,1,1.0,7,1,0,1,1,0.0,0,1.0,0,97.0,121.0,60.0,240.0,2024
2,D,15.0,23.0,2.0,1.0,64,1.0,0.0,0.0,1,70,2,0.0,0,5.0,3.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,51.0,63.0,0.0,240.0,2024
8,D,180.0,53.0,7.0,1.0,60,1.0,1.0,3.0,1,67,1,0.0,0,6.0,1.0,1,0.0,7,1,0,1,1,3.0,0,2.0,0,180.0,180.0,180.0,480.0,2024
4,D,108.0,44.0,6.0,1.0,53,1.0,1.0,6.0,1,60,1,0.0,0,1.0,1.0,1,3.0,7,1,0,1,1,6.0,0,3.0,0,135.0,168.0,60.0,240.0,2024
2,D,96.0,50.0,6.0,1.0,84,1.0,0.0,0.0,1,88,1,0.0,0,6.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,78.0,97.0,0.0,240.0,2024
5,D,78.0,35.0,4.0,1.0,92,1.0,1.0,1.0,1,33,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,1.0,0,1.0,0,78.0,97.0,0.0,240.0,2024
2,C,18.0,41.0,6.0,1.0,94,1.0,1.0,1.0,1,34,1,0.0,0,3.0,2.0,1,5.0,8,1,0,1,1,1.0,0,1.0,0,12.0,18.0,0.0,60.0,2024
2,D,23.0,28.0,3.0,1.0,94,1.0,1.0,2.0,1,34,1,0.0,0,5.0,2.0,1,1.0,8,1,0,1,1,5.0,0,3.0,0,18.0,24.0,0.0,60.0,2024
2,D,30.0,41.0,6.0,1.0,94,1.0,1.0,9.0,1,34,1,0.0,0,3.0,2.0,1,1.0,8,1,0,1,1,9.0,0,4.0,0,24.0,30.0,0.0,60.0,2024
2,D,20.0,35.0,4.0,1.0,94,1.0,1.0,2.0,1,34,1,0.0,0,1.0,2.0,1,3.0,8,1,0,1,1,2.0,0,2.0,0,15.0,21.0,0.0,60.0,2024
4,D,300.0,41.0,6.0,1.0,57,1.0,1.0,5.0,1,64,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,6.0,0,5.0,0,9996.0,9996.0,120.0,9996.0,2024
4,D,130.0,68.0,8.0,1.0,35,1.0,1.0,0.0,1,41,1,0.0,0,5.0,1.0,2,0.0,7,1,0,1,1,0.0,0,1.0,0,151.0,188.0,60.0,240.0,2024
2,D,24.0,43.0,6.0,1.0,94,1.0,1.0,6.0,1,34,1,0.0,0,3.0,2.0,1,3.0,8,1,0,1,1,6.0,0,3.0,0,18.0,24.0,0.0,60.0,2024
5,D,121.0,32.0,4.0,1.0,36,2.0,1.0,0.0,1,42,2,0.0,0,6.0,3.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,97.0,121.0,0.0,240.0,2024
3,D,240.0,35.0,4.0,1.0,34,1.0,1.0,2.0,1,39,2,0.0,0,3.0,3.0,1,1.0,7,1,0,1,1,2.0,0,2.0,0,240.0,240.0,60.0,240.0,2024
3,D,204.0,51.0,7.0,1.0,23,1.0,1.0,0.0,1,20,1,0.0,0,6.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,240.0,240.0,60.0,240.0,2024
2,D,210.0,25.0,2.0,1.0,24,1.0,1.0,0.0,1,22,1,0.0,0,6.0,6.0,4,2.0,7,1,0,1,1,0.0,0,1.0,0,9996.0,9996.0,60.0,240.0,2024
8,D,293.0,41.0,6.0,1.0,89,1.0,1.0,5.0,1,30,1,0.0,0,1.0,1.0,2,0.0,7,1,0,1,1,5.0,0,3.0,0,235.0,293.0,120.0,9996.0,2024
1,D,192.0,35.0,4.0,1.0,55,1.0,1.0,9.0,3,62,1,0.0,1,3.0,1.0,2,1.0,7,1,0,1,1,9.0,0,4.0,0,180.0,210.0,180.0,480.0,2024
5,D,180.0,35.0,4.0,1.0,37,1.0,1.0,14.0,1,43,1,0.0,0,3.0,1.0,1,2.0,7,1,0,1,1,14.0,0,6.0,0,240.0,240.0,60.0,240.0,2024
4,D,0.03,37.0,5.0,1.0,35,1.0,0.0,0.0,1,41,2,0.0,0,3.0,3.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,57.0,71.0,0.0,240.0,2024
5,D,60.0,43.0,6.0,1.0,62,1.0,1.0,0.0,1,69,1,0.0,0,6.0,6.0,1,3.0,7,1,0,1,1,0.0,0,1.0,0,151.0,188.0,60.0,240.0,2024
4,D,60.0,28.0,3.0,1.0,35,1.0,0.0,0.0,1,41,2,0.0,0,3.0,3.0,3,3.0,7,1,0,1,1,0.0,0,1.0,0,60.0,71.0,60.0,240.0,2024
4,D,60.0,31.0,4.0,1.0,35,1.0,0.0,0.0,1,41,2,0.0,0,3.0,3.0,2,0.0,7,1,0,1,1,0.0,0,1.0,0,97.0,121.0,60.0,240.0,2024
1,D,120.0,36.0,5.0,1.0,9,1.0,0.0,0.0,1,6,1,0.0,0,1.0,1.0,6,0.0,7,1,0,1,1,0.0,0,1.0,0,262.0,327.0,60.0,240.0,2024
8,D,235.0,39.0,5.0,1.0,89,2.0,0.0,0.0,1,30,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,235.0,240.0,60.0,240.0,2024
4,D,60.0,41.0,6.0,1.0,35,1.0,0.0,0.0,1,41,2,0.0,0,6.0,3.0,2,0.0,7,1,0,1,1,0.0,0,1.0,0,70.0,87.0,0.0,240.0,2024
4,D,180.0,28.0,3.0,1.0,35,1.0,1.0,2.0,1,41,2,0.0,0,1.0,3.0,2,0.0,7,1,0,1,1,2.0,0,2.0,0,188.0,235.0,0.0,240.0,2024
4,D,70.0,46.0,6.0,1.0,58,1.0,0.0,0.0,1,65,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,97.0,121.0,60.0,240.0,2024
3,D,112.0,45.0,6.0,1.0,91,3.0,1.0,3.0,1,31,2,0.0,0,6.0,3.0,2,0.0,7,1,0,1,1,3.0,0,2.0,0,108.0,135.0,60.0,240.0,2024
1,D,0.03,48.0,6.0,1.0,19,1.0,1.0,0.0,1,16,1,0.0,0,6.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,78.0,97.0,0.0,120.0,2024
3,D,120.0,63.0,8.0,1.0,67,1.0,1.0,0.0,1,71,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,120.0,121.0,120.0,240.0,2024
3,C,,24.0,2.0,1.0,34,1.0,1.0,3.0,1,39,1,1.0,0,1.0,1.0,1,2.0,8,0,1,4,0,3.0,0,2.0,0,12.0,18.0,0.0,60.0,2024
5,D,84.0,40.0,5.0,1.0,83,1.0,0.0,0.0,1,87,1,0.0,0,6.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,78.0,97.0,0.0,120.0,2024
2,D,48.0,71.0,8.0,1.0,84,1.0,1.0,0.0,1,88,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,78.0,97.0,0.0,120.0,2024
5,D,109.0,36.0,5.0,1.0,62,1.0,1.0,1.0,1,69,1,0.0,0,3.0,1.0,1,3.0,7,1,0,1,1,1.0,0,1.0,0,97.0,120.0,0.0,120.0,2024
3,D,120.0,38.0,5.0,1.0,5,1.0,1.0,0.0,1,4,2,0.0,0,5.0,3.0,1,1.0,7,1,0,1,1,0.0,0,1.0,0,60.0,60.0,60.0,240.0,2024
3,D,63.0,55.0,7.0,1.0,68,1.0,0.0,0.0,1,74,0,0.0,0,6.0,,1,0.0,7,1,0,1,1,0.0,0,1.0,0,78.0,97.0,0.0,240.0,2024
2,D,97.0,33.0,4.0,1.0,86,1.0,1.0,0.0,1,27,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,97.0,121.0,0.0,240.0,2024
1,C,,50.0,6.0,1.0,41,1.0,0.0,0.0,1,47,1,1.0,0,5.0,1.0,3,0.0,8,0,1,4,0,0.0,0,1.0,0,12.0,18.0,0.0,60.0,2024
8,D,87.0,45.0,6.0,1.0,89,1.0,0.0,0.0,1,30,1,0.0,0,5.0,1.0,3,0.0,7,1,0,1,1,0.0,0,1.0,0,151.0,188.0,60.0,240.0,2024
4,D,109.0,57.0,7.0,1.0,59,1.0,1.0,0.0,1,66,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,97.0,121.0,60.0,240.0,2024
4,D,144.0,26.0,3.0,1.0,59,1.0,0.0,0.0,1,66,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,210.0,240.0,60.0,240.0,2024
4,D,210.0,29.0,3.0,1.0,72,1.0,0.0,0.0,1,77,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,210.0,240.0,60.0,240.0,2024
8,D,127.0,41.0,6.0,1.0,89,1.0,1.0,3.0,3,30,1,0.0,1,3.0,1.0,1,1.0,7,1,0,1,1,3.0,0,2.0,0,121.0,151.0,0.0,240.0,2024
2,D,60.0,69.0,8.0,1.0,76,1.0,0.0,0.0,1,80,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,151.0,188.0,60.0,240.0,2024
2,D,121.0,30.0,3.0,1.0,14,1.0,1.0,0.0,1,12,2,0.0,0,5.0,3.0,2,0.0,7,1,0,1,1,0.0,0,1.0,0,97.0,121.0,0.0,240.0,2024
4,D,60.0,29.0,3.0,1.0,59,2.0,1.0,0.0,1,66,0,0.0,0,5.0,6.0,1,1.0,7,1,0,1,1,0.0,0,1.0,0,97.0,121.0,0.0,240.0,2024
2,D,60.0,60.0,7.0,1.0,76,1.0,1.0,1.0,1,80,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,1.0,0,1.0,0,97.0,121.0,0.0,240.0,2024
5,D,66.0,25.0,2.0,1.0,20,1.0,1.0,0.0,1,17,1,0.0,0,5.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,121.0,151.0,60.0,240.0,2024
4,D,480.0,36.0,5.0,1.0,58,1.0,1.0,2.0,1,65,1,0.0,0,5.0,1.0,2,2.0,7,1,0,1,1,2.0,0,2.0,0,600.0,600.0,180.0,360.0,2024
3,D,66.0,53.0,7.0,1.0,44,1.0,0.0,0.0,1,50,1,0.0,0,5.0,1.0,2,0.0,7,1,0,1,1,0.0,0,1.0,0,78.0,97.0,60.0,240.0,2024
1,D,80.0,37.0,5.0,1.0,78,1.0,1.0,0.0,1,82,1,0.0,0,6.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,97.0,120.0,0.0,120.0,2024
4,D,264.0,46.0,6.0,1.0,59,1.0,1.0,0.0,1,66,2,0.0,0,3.0,3.0,1,1.0,7,1,0,1,1,0.0,0,1.0,0,360.0,360.0,180.0,360.0,2024
6,D,180.0,64.0,8.0,1.0,30,1.0,1.0,0.0,1,36,1,0.0,0,3.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,210.0,262.0,180.0,480.0,2024
1,D,72.0,51.0,7.0,1.0,3,1.0,0.0,0.0,1,1,1,0.0,0,5.0,1.0,2,0.0,7,1,0,1,1,0.0,0,1.0,0,97.0,121.0,60.0,240.0,2024
4,D,144.0,59.0,7.0,1.0,35,1.0,0.0,0.0,1,41,1,0.0,0,6.0,1.0,2,0.0,7,1,0,1,1,0.0,0,1.0,0,210.0,262.0,60.0,240.0,2024
2,D,72.0,30.0,3.0,1.0,54,1.0,1.0,0.0,1,61,1,1.0,0,3.0,1.0,1,0.0,7,1,0,1,1,0.0,0,1.0,0,78.0,97.0,0.0,240.0,2024
